Station,Year,Month,Temp
Lista,2007,4,7.34342424242424
Lista,2007,5,8.40512121212121
Lista,2007,6,8.66661111111111
Lista,2007,7,10.3418585858586
Lista,2007,8,13.8724646464646
Lista,2007,9,13.1054393939394
Lista,2007,10,13.5752222222222
Lista,2007,11,12.2710454545455
Lista,2007,12,10.9213333333333
Lista,2008,1,7.8964797979798
Lista,2008,2,6.1674494949495
Lista,2008,3,6.20634848484849
Lista,2008,4,6.09757575757576
Lista,2008,5,6.69878787878788
Lista,2008,6,8.81258080808081
Lista,2008,7,12.734601010101
Lista,2008,8,12.888696969697
Lista,2008,9,12.3924090909091
Lista,2008,10,10.9496868686869
Lista,2008,11,10.4458535353535
Lista,2008,12,8.9204595959596
Lista,2009,1,6.7330202020202
Lista,2009,2,5.84232323232323
Lista,2009,3,5.77936363636364
Lista,2009,4,6.34277777777778
Lista,2009,5,6.48708080808081
Lista,2009,6,8.65291919191919
Lista,2009,7,11.6559696969697
Lista,2009,8,13.5150606060606
Lista,2009,9,13.9326313131313
Lista,2009,10,12.6463434343434
Lista,2009,11,10.9175505050505
Lista,2009,12,8.82050505050505
Lista,2010,1,7.65562121212121
Lista,2010,2,5.28990909090909
Lista,2010,3,6.5369898989899
Lista,2010,4,6.38699494949495
Lista,2010,5,6.01042929292929
Lista,2010,6,7.00627777777778
Lista,2010,7,9.68041919191919
Lista,2010,8,10.7511868686869
Lista,2010,9,11.079398989899
Lista,2010,10,10.2608535353535
Lista,2010,11,10.3420151515152
Lista,2010,12,NaN
Lista,2011,1,5.82527777777778
Lista,2011,2,4.74453535353535
Lista,2011,3,5.37958585858586
Lista,2011,4,4.78097474747475
Lista,2011,5,5.9785404040404
